Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,"Sample (n=300, model=gpt-3.5-turbo-0301)","Sample (n=300, model=gpt-4-0314)"
Millie had 9 bracelets. She lost 2 of them. How many bracelets does Millie have left?,7.0,gpt-3.5-turbo-0301,sbs,"Q: Millie had 9 bracelets. She lost 2 of them. How many bracelets does Millie have left?

A: Let's think step by step. 1. Millie had 9 bracelets.
2. She lost 2 of them.
3. To find out how many bracelets she has left, we need to subtract the number of bracelets she lost from the original number of bracelets she had.
4. So, 9 - 2 = 7.
5. Millie has 7 bracelets left. Therefore, the answer (arabic numerals) is",7,True,False
Sammy has 9 math problems to do for homework. He has already finished 2 of them. How many math problems does Sammy have left?,7.0,gpt-3.5-turbo-0301,sbs,"Q: Sammy has 9 math problems to do for homework. He has already finished 2 of them. How many math problems does Sammy have left?

A: Let's think step by step. Sammy has 9 math problems to do for homework.
He has already finished 2 of them.
So, he has 9 - 2 = 7 math problems left to do. Therefore, the answer (arabic numerals) is",7,False,False
"There were 10 students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?",7.0,gpt-3.5-turbo-0301,sbs,"Q: There were 10 students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?

A: Let's think step by step. 1. Start with the total number of students on the bus: 10.
2. Subtract the number of students who got off at the first stop: 3.
3. The remaining number of students on the bus is: 7. 

Therefore, there are 7 students left on the bus. Therefore, the answer (arabic numerals) is",7,True,False
There were 8 ducks swimming in the pond. 3 ducks flew away. How many ducks are still swimming in the pond?,5.0,gpt-3.5-turbo-0301,sbs,"Q: There were 8 ducks swimming in the pond. 3 ducks flew away. How many ducks are still swimming in the pond?

A: Let's think step by step. 1. Start with the total number of ducks: 8
2. Subtract the number of ducks that flew away: 3
3. The remaining ducks are still swimming in the pond: 5

Therefore, there are 5 ducks still swimming in the pond. Therefore, the answer (arabic numerals) is",5,False,False
Lucy went to the grocery store. She bought 12 packs of cookies and 16 packs of noodles. How many packs of groceries did she buy in all?,28.0,gpt-3.5-turbo-0301,sbs,"Q: Lucy went to the grocery store. She bought 12 packs of cookies and 16 packs of noodles. How many packs of groceries did she buy in all?

A: Let's think step by step. 1. Lucy bought 12 packs of cookies.
2. Lucy bought 16 packs of noodles.
3. To find the total number of packs of groceries, we need to add the number of packs of cookies and noodles.
4. So, the total number of packs of groceries Lucy bought is 12 + 16 = 28. 

Therefore, Lucy bought 28 packs of groceries in all. Therefore, the answer (arabic numerals) is",28,False,False
Roden went to a pet shop. He bought 15 gold fish and 7 blue fish. How many fish did he buy?,22.0,gpt-3.5-turbo-0301,sbs,"Q: Roden went to a pet shop. He bought 15 gold fish and 7 blue fish. How many fish did he buy?

A: Let's think step by step. 1. Roden bought 15 gold fish.
2. Roden also bought 7 blue fish.
3. To find out how many fish Roden bought in total, we need to add the number of gold fish and blue fish.
4. So, 15 + 7 = 22.
5. Therefore, Roden bought 22 fish in total. Therefore, the answer (arabic numerals) is",22,True,False
"I read 21 pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?",38.0,gpt-3.5-turbo-0301,sbs,"Q: I read 21 pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?

A: Let's think step by step. First, we add the number of pages read yesterday and today: 

21 + 17 = 38 

So you read a total of 38 pages. Therefore, the answer (arabic numerals) is",38,True,False
"In a school, there are 542 girls and 387 boys. How many pupils are there in that school?",929.0,gpt-3.5-turbo-0301,sbs,"Q: In a school, there are 542 girls and 387 boys. How many pupils are there in that school?

A: Let's think step by step. Step 1: Add the number of girls and boys.

542 + 387 = 929

Step 2: The total number of pupils in the school is 929. 

Therefore, there are 929 pupils in that school. Therefore, the answer (arabic numerals) is",929,False,False
Linda has 34 candies. Chloe has 28. How many candies do they have in all?,62.0,gpt-3.5-turbo-0301,sbs,"Q: Linda has 34 candies. Chloe has 28. How many candies do they have in all?

A: Let's think step by step. 1. Linda has 34 candies.
2. Chloe has 28 candies.
3. To find out how many candies they have in all, we need to add the number of candies each of them has.
4. So, we add 34 and 28: 

34 + 28 = 62

5. Therefore, Linda and Chloe have 62 candies in all. Therefore, the answer (arabic numerals) is",62,True,False
Jose has 28 chickens and 18 ducks. How many fowls does he have?,46.0,gpt-3.5-turbo-0301,sbs,"Q: Jose has 28 chickens and 18 ducks. How many fowls does he have?

A: Let's think step by step. First, we need to understand that fowls refer to both chickens and ducks. So, to find the total number of fowls, we need to add the number of chickens and ducks. 

Jose has 28 chickens and 18 ducks. 

Total number of fowls = number of chickens + number of ducks 

Total number of fowls = 28 + 18 

Total number of fowls = 46 

Therefore, Jose has 46 fowls in total. Therefore, the answer (arabic numerals) is",46,False,False
Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?,113.0,gpt-3.5-turbo-0301,sbs,"Q: Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?

A: Let's think step by step. 1. Gino has 63 popsicle sticks.
2. You have 50 popsicle sticks.
3. To find the sum of our popsicle sticks, we need to add the number of popsicle sticks you have to the number of popsicle sticks Gino has.
4. So, the sum of our popsicle sticks is 63 + 50 = 113.
5. Therefore, the sum of our popsicle sticks is 113. Therefore, the answer (arabic numerals) is",113,False,False
Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,616.0,gpt-3.5-turbo-0301,sbs,"Q: Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?

A: Let's think step by step. First, we add the number of shells Lino picked up in the morning and the number of shells he picked up in the afternoon:

292 + 324 = 616

Therefore, Lino picked up 616 shells in all. Therefore, the answer (arabic numerals) is",616,True,False
"There were 105 parents in the program and 698 pupils, too. How many people were present in the program?",803.0,gpt-3.5-turbo-0301,sbs,"Q: There were 105 parents in the program and 698 pupils, too. How many people were present in the program?

A: Let's think step by step. First, we add the number of parents and pupils: 

105 + 698 = 803 

Therefore, there were 803 people present in the program. Therefore, the answer (arabic numerals) is",803,False,False
"Last Saturday, Marie sold 425 magazines and 275 newspapers. What is the total number of reading materials she sold?",700.0,gpt-3.5-turbo-0301,sbs,"Q: Last Saturday, Marie sold 425 magazines and 275 newspapers. What is the total number of reading materials she sold?

A: Let's think step by step. First, we add the number of magazines and newspapers sold: 

425 + 275 = 700 

So Marie sold 700 reading materials in total. Therefore, the answer (arabic numerals) is",700,False,False
There are twelve birds on the fence. Eight more birds land on the fence. How many birds are on the fence?,20.0,gpt-3.5-turbo-0301,sbs,"Q: There are twelve birds on the fence. Eight more birds land on the fence. How many birds are on the fence?

A: Let's think step by step. 1. Start with the number of birds on the fence: 12
2. Add the number of birds that landed on the fence: 8
3. Calculate the total number of birds on the fence: 12 + 8 = 20

Therefore, there are 20 birds on the fence. Therefore, the answer (arabic numerals) is",20,False,False
Twenty-two boys went down the slide. Thirteen more boys went down the slide. How many boys went down the slide?,35.0,gpt-3.5-turbo-0301,sbs,"Q: Twenty-two boys went down the slide. Thirteen more boys went down the slide. How many boys went down the slide?

A: Let's think step by step. First, we know that 22 boys went down the slide. 

Then, we add the 13 more boys who also went down the slide. 

So, the total number of boys who went down the slide is: 

22 + 13 = 35 

Therefore, 35 boys went down the slide. Therefore, the answer (arabic numerals) is",35,False,False
Thirteen ducks are swimming in a lake. Twenty more ducks come to join them. How many ducks are swimming in the lake?,33.0,gpt-3.5-turbo-0301,sbs,"Q: Thirteen ducks are swimming in a lake. Twenty more ducks come to join them. How many ducks are swimming in the lake?

A: Let's think step by step. First, we know that there are 13 ducks already in the lake. 

Then, 20 more ducks come to join them. 

To find out how many ducks are now in the lake, we can add the number of ducks that were already there to the number of ducks that just arrived: 

13 + 20 = 33 

So there are now 33 ducks swimming in the lake. Therefore, the answer (arabic numerals) is",33,False,False
Thirty dogs are barking. Ten more dogs start to bark. How many dogs are barking?,40.0,gpt-3.5-turbo-0301,sbs,"Q: Thirty dogs are barking. Ten more dogs start to bark. How many dogs are barking?

A: Let's think step by step. Step 1: We start with 30 dogs barking.
Step 2: Ten more dogs start to bark.
Step 3: We add the ten dogs to the original 30 dogs: 30 + 10 = 40.
Answer: There are 40 dogs barking. Therefore, the answer (arabic numerals) is",40,False,False
"Bobby ate twenty-six pieces of candy. Then, he ate seventeen more. How many pieces of candy did Bobby eat?",43.0,gpt-3.5-turbo-0301,sbs,"Q: Bobby ate twenty-six pieces of candy. Then, he ate seventeen more. How many pieces of candy did Bobby eat?

A: Let's think step by step. First, Bobby ate twenty-six pieces of candy. 

Then, he ate seventeen more. 

To find out how many pieces of candy Bobby ate in total, we need to add the two amounts together: 

26 + 17 = 43 

Therefore, Bobby ate 43 pieces of candy in total. Therefore, the answer (arabic numerals) is",43,True,False
Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?,32.0,gpt-3.5-turbo-0301,sbs,"Q: Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?

A: Let's think step by step. 1. Sandy had twenty-six pet fish.
2. She bought six more fish.
3. To find out how many pet fish Sandy has now, we need to add the number of fish she had before and the number of fish she bought.
4. So, 26 + 6 = 32.
5. Sandy now has 32 pet fish. Therefore, the answer (arabic numerals) is",32,False,False
The clown blew up forty-seven balloons. Then he blew up thirteen more balloons. How many balloons does the clown have now?,60.0,gpt-3.5-turbo-0301,sbs,"Q: The clown blew up forty-seven balloons. Then he blew up thirteen more balloons. How many balloons does the clown have now?

A: Let's think step by step. First, the clown blew up 47 balloons. 

Then, he blew up 13 more balloons. 

To find out how many balloons the clown has now, we need to add these two numbers together: 

47 + 13 = 60 

So the clown now has 60 balloons. Therefore, the answer (arabic numerals) is",60,False,False
Our class got fifty-four books from the library. Then we got twenty-three more books from the library. How many books did our class get from the library?,77.0,gpt-3.5-turbo-0301,sbs,"Q: Our class got fifty-four books from the library. Then we got twenty-three more books from the library. How many books did our class get from the library?

A: Let's think step by step. First, we got fifty-four books from the library. 

Then, we got twenty-three more books from the library. 

To find out how many books we got in total, we need to add these two numbers together: 

54 + 23 = 77 

Therefore, our class got seventy-seven books from the library. Therefore, the answer (arabic numerals) is",77,True,False
Julia played tag with 12 kids on Monday. She played tag with 7 kids on Tuesday. How many kids did she play with altogether?,19.0,gpt-3.5-turbo-0301,sbs,"Q: Julia played tag with 12 kids on Monday. She played tag with 7 kids on Tuesday. How many kids did she play with altogether?

A: Let's think step by step. First, we add the number of kids Julia played with on Monday and Tuesday: 

12 + 7 = 19 

So Julia played with 19 kids in total. Therefore, the answer (arabic numerals) is",19,False,False
